attention_length,b_max_len,batch_size,downsample,dropout,embed_size,h_max_len,hidden_next,hidden_size,lr,max_length,model,n_classes,n_epochs,n_layers,num_samples,trainable_embeddings,vocab_size,xp,epoch,class,tp,tn,fp,fn,recall,precision,specificity,f1,accuracy,competition,train_loss
15,,128,False,0.8,50,,0.6,100,0.001,75,lstm_basic,4,40,2,39977,Variable,1193516,final_test,0,0,0,9266,0,729,0,,1,0.0,0.927063531765883,40.18093556928508,0.8052585107143898
15,,128,False,0.8,50,,0.6,100,0.001,75,lstm_basic,4,40,2,39977,Variable,1193516,final_test,0,1,0,9821,0,174,0,,1,0.0,0.9825912956478239,40.18093556928508,0.8052585107143898
15,,128,False,0.8,50,,0.6,100,0.001,75,lstm_basic,4,40,2,39977,Variable,1193516,final_test,0,2,0,8187,0,1808,0,,1,0.0,0.8191095547773887,40.18093556928508,0.8052585107143898
15,,128,False,0.8,50,,0.6,100,0.001,75,lstm_basic,4,40,2,39977,Variable,1193516,final_test,0,3,7284,0,2711,0,1,0.7287643821910955,0,0.8431043463163378,0.7287643821910955,40.18093556928508,0.8052585107143898
15,,128,False,0.8,50,,0.6,100,0.001,75,lstm_basic,4,40,2,39977,Variable,1193516,final_test,1,0,0,9266,0,729,0.0,,1.0,0.0,0.927063531765883,40.49536628420124,0.7906572071737771
15,,128,False,0.8,50,,0.6,100,0.001,75,lstm_basic,4,40,2,39977,Variable,1193516,final_test,1,1,0,9821,0,174,0.0,,1.0,0.0,0.9825912956478239,40.49536628420124,0.7906572071737771
15,,128,False,0.8,50,,0.6,100,0.001,75,lstm_basic,4,40,2,39977,Variable,1193516,final_test,1,2,14,8180,7,1794,0.007743362831858407,0.6666666666666666,0.9991449859533407,0.01530891197375615,0.8198099049524762,40.49536628420124,0.7906572071737771
15,,128,False,0.8,50,,0.6,100,0.001,75,lstm_basic,4,40,2,39977,Variable,1193516,final_test,1,3,7281,18,2693,3,0.9995881383855024,0.7299979947864448,0.0066396163777203985,0.8437825935797891,0.7302651325662831,40.49536628420124,0.7906572071737771
15,,128,False,0.8,50,,0.6,100,0.001,75,lstm_basic,4,40,2,39977,Variable,1193516,final_test,2,0,0,9266,0,729,0,,1,0.0,0.927063531765883,40.18093556928508,0.7857787771639306
15,,128,False,0.8,50,,0.6,100,0.001,75,lstm_basic,4,40,2,39977,Variable,1193516,final_test,2,1,0,9821,0,174,0,,1,0.0,0.9825912956478239,40.18093556928508,0.7857787771639306
