attention_length,b_max_len,batch_size,downsample,dropout,embed_size,h_max_len,hidden_next,hidden_size,lr,max_length,model,n_classes,n_epochs,n_layers,num_samples,trainable_embeddings,vocab_size,xp,epoch,class,tp,tn,fp,fn,recall,precision,specificity,f1,accuracy,competition,train_loss
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,0,0,0,9268,0,726,0,,1,0.0,0.927356413848309,40.9025069637883,0.804832120156289
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,0,1,0,9822,0,172,0,,1,0.0,0.9827896738042826,40.9025069637883,0.804832120156289
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,0,2,0,8240,0,1754,0,,1,0.0,0.8244946968180908,40.9025069637883,0.804832120156289
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,0,3,7342,0,2652,0,1,0.7346407844706824,0,0.8470235348407937,0.7346407844706824,40.9025069637883,0.804832120156289
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,1,0,7,9255,13,719,0.009641873278236915,0.35,0.9985973241260251,0.01876675603217158,0.9267560536321793,41.030640668523674,0.7857845307173534
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,1,1,0,9822,0,172,0.0,,1.0,0.0,0.9827896738042826,41.030640668523674,0.7857845307173534
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,1,2,0,8240,0,1754,0.0,,1.0,0.0,0.8244946968180908,41.030640668523674,0.7857845307173534
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,1,3,7333,11,2641,9,0.9987741759738491,0.7352115500300782,0.004147812971342383,0.846962346962347,0.7348409045427257,41.030640668523674,0.7857845307173534
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,2,0,25,9247,21,701,0.03443526170798898,0.5434782608695652,0.9977341389728097,0.06476683937823834,0.9277566539923955,45.62116991643454,0.7620770885850354
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,2,1,0,9822,0,172,0.0,,1.0,0.0,0.9827896738042826,45.62116991643454,0.7620770885850354
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,2,2,211,8014,226,1543,0.12029646522234892,0.482837528604119,0.9725728155339806,0.19260611592879964,0.8229937962777667,45.62116991643454,0.7620770885850354
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,2,3,7170,311,2341,172,0.9765731408335603,0.7538639470087267,0.11726998491704374,0.8508870824185605,0.7485491294776866,45.62116991643454,0.7620770885850354
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,3,0,10,9261,7,716,0.013774104683195593,0.5882352941176471,0.9992447129909365,0.026917900403768506,0.9276565939563738,45.682451253481894,0.7303724840919805
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,3,1,0,9822,0,172,0.0,,1.0,0.0,0.9827896738042826,45.682451253481894,0.7303724840919805
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,3,2,212,8037,203,1542,0.12086659064994298,0.5108433734939759,0.975364077669903,0.1954817888427847,0.8253952371422854,45.682451253481894,0.7303724840919805
15,300,64,False,0.8,50,42,0.6,100,0.001,,conditional_lstm,4,50,4,29983,Variable,1193516,layers,3,3,7222,312,2340,120,0.9836556796513212,0.7552813218991843,0.11764705882352941,0.854472314245149,0.7538523113868321,45.682451253481894,0.7303724840919805
